2451545.000000000, -1.842722784343177E-01,  9.644456892709630E-01,  2.022132246085051E-04
2451546.000000000, -2.014465700575103E-01,  9.611286072810215E-01,  2.022911097969659E-04
2451547.000000000, -2.185612206236342E-01,  9.575103201822424E-01,  2.024966474549797E-04
2451548.000000000, -2.356106296900986E-01,  9.535918106594977E-01,  2.028161678209576E-04
2451549.000000000, -2.525891989995291E-01,  9.493742118951710E-01,  2.032317556831031E-04
2451550.000000000, -2.694913421300237E-01,  9.448588098288856E-01,  2.037217029884552E-04
2451551.000000000, -2.863114951726994E-01,  9.400470449904270E-01,  2.042610643628474E-04
2451552.000000000, -3.030441285009884E-01,  9.349405132711022E-01,  2.048223529903479E-04
2451553.000000000, -3.196837593904551E-01,  9.295409651246398E-01,  2.053763844023271E-04
2451554.000000000, -3.362249651136068E-01,  9.238503029216211E-01,  2.058932533746356E-04
2451555.000000000, -3.526623961991396E-01,  9.178705763893985E-01,  2.063434233205872E-04
2451556.000000000, -3.689907897503839E-01,  9.116039761119507E-01,  2.066989210375991E-04
2451557.000000000, -3.852049829135330E-01,  9.050528248452828E-01,  2.069346558901090E-04
2451558.000000000, -4.012999265557013E-01,  8.982195659293448E-01,  2.070299045011294E-04
2451559.000000000, -4.172706987212603E-01,  8.911067475032889E-01,  2.069699936568696E-04
2451560.000000000, -4.331125163206570E-01,  8.837170009169089E-01,  2.067481443864426E-04
2451561.000000000, -4.488207418629165E-01,  8.760530122525694E-01,  2.063672866466727E-04
2451562.000000000, -4.643908805015037E-01,  8.681174878464656E-01,  2.058414335030827E-04
2451563.000000000, -4.798185625476473E-01,  8.599131182290598E-01,  2.051960130142561E-04
2451564.000000000, -4.950995094236899E-01,  8.514425487544731E-01,  2.044665753037248E-04
2451565.000000000, -5.102294869493496E-01,  8.427083666101322E-01,  2.036956760575247E-04
2451566.000000000, -5.252042562397803E-01,  8.337131103671203E-01,  2.029284125520219E-04
2451567.000000000, -5.400195349166131E-01,  8.244593004098810E-01,  2.022076784542283E-04
2451568.000000000, -5.546709774500590E-01,  8.149494809923916E-01,  2.015702953568145E-04
2451569.000000000, -5.691541756972743E-01,  8.051862620443341E-01,  2.010447160732725E-04
2451570.000000000, -5.834646740955117E-01,  7.951723519270312E-01,  2.006503263859596E-04
2451571.000000000, -5.975979916030235E-01,  7.849105779482528E-01,  2.003979002226898E-04
2451572.000000000, -6.115496438739767E-01,  7.744038960364376E-01,  2.002906339362514E-04
2451573.000000000, -6.253151620560747E-01,  7.636553930941051E-01,  2.003252999378485E-04
2451574.000000000, -6.388901071962275E-01,  7.526682856433085E-01,  2.004932553594544E-04
2451575.000000000, -6.522700808618470E-01,  7.414459174831836E-01,  2.007812125084503E-04
2451576.000000000, -6.654507333261870E-01,  7.299917579763856E-01,  2.011717918100744E-04
2451577.000000000, -6.784277708410088E-01,  7.183094016121763E-01,  2.016439412463167E-04
2451578.000000000, -6.911969633781336E-01,  7.064025687312903E-01,  2.021733345068682E-04
2451579.000000000, -7.037541538874460E-01,  6.942751067235235E-01,  2.027328636636325E-04
2451580.000000000, -7.160952696403190E-01,  6.819309906208018E-01,  2.032933250229673E-04
2451581.000000000, -7.282163356482251E-01,  6.693743218446888E-01,  2.038243603482672E-04
2451582.000000000, -7.401134895578635E-01,  6.566093239728040E-01,  2.042956646973495E-04
2451583.000000000, -7.517829969652974E-01,  6.436403347520228E-01,  2.046784180170590E-04
2451584.000000000, -7.632212658887220E-01,  6.304717940957778E-01,  2.049468558909502E-04
2451585.000000000, -7.744248592185615E-01,  6.171082282677590E-01,  2.050798771965560E-04
2451586.000000000, -7.853905041989857E-01,  6.035542307024305E-01,  2.050625920385289E-04
2451587.000000000, -7.961150981503872E-01,  5.898144399130305E-01,  2.048877255377420E-04
2451588.000000000, -8.065957095033963E-01,  5.758935148702503E-01,  2.045567862277974E-04
2451589.000000000, -8.168295727615731E-01,  5.617961084526085E-01,  2.040808623892214E-04
2451590.000000000, -8.268140755516393E-01,  5.475268404271496E-01,  2.034808315386420E-04
